step,episode_step,terminated,truncated,root_qpos_z,info_root_height,ball_x,ball_y,ball_rel_waist_x,ball_rel_waist_y,ball_rel_waist_z,ball_qvel_x,ball_qvel_y,ball_speed_qvel,info_ball_speed,ball_visible,termination_ball_unseen,termination_ball_out,termination_fallen,reward_total
75,29,False,False,0.5785539746284485,0.5791711211204529,2.0144734382629395,-0.46930447220802307,1.95501708984375,0.3654061555862427,-0.35365670919418335,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002380989259108901
76,30,False,False,0.5761191844940186,0.5767183303833008,2.0144734382629395,-0.46930447220802307,1.9455019235610962,0.4004252851009369,-0.3508673310279846,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0017877034842967987
77,31,False,False,0.5736175179481506,0.5742644667625427,2.0144734382629395,-0.46930447220802307,1.9446722269058228,0.3937731981277466,-0.34524106979370117,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0021052444353699684
78,32,False,False,0.5707986950874329,0.571535050868988,2.0144734382629395,-0.46930447220802307,1.9521756172180176,0.36185258626937866,-0.3260350525379181,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002981411525979638
79,33,False,False,0.5676384568214417,0.5684731602668762,2.0144734382629395,-0.46930447220802307,1.9631990194320679,0.3216886818408966,-0.2949114143848419,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.003737298073247075
80,34,False,False,0.5640861988067627,0.5649949312210083,2.0144734382629395,-0.46930447220802307,1.9734840393066406,0.2833360433578491,-0.2589375674724579,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004148842301219702
81,35,False,False,0.561154842376709,0.5618208646774292,2.0144734382629395,-0.46930447220802307,1.9794416427612305,0.25688105821609497,-0.22882159054279327,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00403666403144598
82,36,False,False,0.5592804551124573,0.5595693588256836,2.0144734382629395,-0.46930447220802307,1.9800206422805786,0.24542951583862305,-0.21166226267814636,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.003646771190688014
83,37,False,False,0.559627115726471,0.559326708316803,2.0144734382629395,-0.46930447220802307,1.9768004417419434,0.23569272458553314,-0.21180008351802826,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002992936410009861
84,38,False,False,0.5621140003204346,0.56126469373703,2.0144734382629395,-0.46930447220802307,1.97072434425354,0.22773288190364838,-0.22431227564811707,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0027275297325104475
85,39,False,False,0.5669233202934265,0.5655311942100525,2.0144734382629395,-0.46930447220802307,1.9665776491165161,0.19919732213020325,-0.23750263452529907,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0031889218371361494
86,40,False,False,0.5734308958053589,0.5717061758041382,2.0144734382629395,-0.46930447220802307,1.96487295627594,0.17906174063682556,-0.23429524898529053,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0046309675090014935
87,41,False,False,0.5806769132614136,0.5789075493812561,2.0144734382629395,-0.46930447220802307,1.9720693826675415,0.1524653434753418,-0.19080820679664612,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.007290878798812628
88,42,False,False,0.5867419838905334,0.5853985548019409,2.0144734382629395,-0.46930447220802307,1.9817562103271484,0.14208561182022095,-0.11620260775089264,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.009249186143279076
89,43,False,False,0.591076135635376,0.5901132225990295,2.0144734382629395,-0.46930447220802307,1.9891642332077026,0.14261066913604736,-0.024734558537602425,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01023465022444725
90,44,False,False,0.5939104557037354,0.5933343768119812,2.0144734382629395,-0.46930447220802307,1.98874032497406,0.15418878197669983,0.04130271449685097,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.009039420634508133
91,45,False,False,0.5953351259231567,0.5951085686683655,2.0144734382629395,-0.46930447220802307,1.9845402240753174,0.15503917634487152,0.07844178378582001,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.007571944035589695
92,46,False,False,0.5952115654945374,0.5953961610794067,2.0144734382629395,-0.46930447220802307,1.978637933731079,0.15292730927467346,0.09872764348983765,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006459629628807306
93,47,False,False,0.5935266613960266,0.5940868258476257,2.0144734382629395,-0.46930447220802307,1.971387267112732,0.153207927942276,0.10760288685560226,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.005661849398165941
94,48,False,False,0.5905446410179138,0.5913870930671692,2.0144734382629395,-0.46930447220802307,1.9629621505737305,0.15557733178138733,0.10749223828315735,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0051618036814033985
95,49,False,False,0.5867325067520142,0.5877169966697693,2.0144734382629395,-0.46930447220802307,1.9539735317230225,0.1555297076702118,0.10384635627269745,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0050997198559343815
96,50,False,False,0.5833008885383606,0.5840705037117004,2.0144734382629395,-0.46930447220802307,1.9437682628631592,0.15985681116580963,0.09579699486494064,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.005272488575428724
97,51,False,False,0.5808920860290527,0.5813798308372498,2.0144734382629395,-0.46930447220802307,1.9323559999465942,0.1653674691915512,0.08182394504547119,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.005627520382404327
98,52,False,False,0.5798994898796082,0.5800194144248962,2.0144734382629395,-0.46930447220802307,1.920520305633545,0.16719765961170197,0.07032644748687744,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006599485874176025
99,53,False,False,0.5799392461776733,0.5798551440238953,2.0144734382629395,-0.46930447220802307,1.9098116159439087,0.16826152801513672,0.08483988791704178,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0088857002556324
100,54,False,False,0.5805491805076599,0.5803666114807129,2.0144734382629395,-0.46930447220802307,1.9003745317459106,0.170240119099617,0.14044073224067688,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.011747202835977077
101,55,False,False,0.5811493992805481,0.5810416340827942,2.0144734382629395,-0.46930447220802307,1.8893935680389404,0.16425591707229614,0.21960212290287018,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013519451022148132
102,56,False,False,0.580933690071106,0.581091582775116,2.0144734382629395,-0.46930447220802307,1.8749263286590576,0.147381991147995,0.29925426840782166,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013958528637886047
103,57,False,False,0.5794421434402466,0.5799428224563599,2.0144734382629395,-0.46930447220802307,1.8571388721466064,0.12201318889856339,0.37004145979881287,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013804196380078793
104,58,False,False,0.5765327215194702,0.5773924589157104,2.0144734382629395,-0.46930447220802307,1.8364918231964111,0.09447145462036133,0.43088430166244507,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013567640446126461
105,59,False,False,0.5722809433937073,0.573460042476654,2.0144734382629395,-0.46930447220802307,1.813472032546997,0.06828022003173828,0.48326748609542847,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013484765775501728
106,60,False,False,0.5669224858283997,0.5683544874191284,2.0144734382629395,-0.46930447220802307,1.7882589101791382,0.04489158093929291,0.5296795964241028,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013698105700314045
107,61,False,False,0.5611438155174255,0.5625516772270203,2.0144734382629395,-0.46930447220802307,1.7608468532562256,0.018835505470633507,0.5723868012428284,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01425508689135313
108,62,False,False,0.5558140277862549,0.5571050047874451,2.0144734382629395,-0.46930447220802307,1.7306784391403198,-0.0078041329979896545,0.613425612449646,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.015288904309272766
109,63,False,False,0.5509034991264343,0.5521078109741211,2.0144734382629395,-0.46930447220802307,1.6982871294021606,-0.02873009257018566,0.649581253528595,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.016481634229421616
110,64,False,False,0.5461986064910889,0.5473541617393494,2.0144734382629395,-0.46930447220802307,1.6630607843399048,-0.05049100145697594,0.6831365823745728,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01797829568386078
111,65,False,False,0.5417128205299377,0.5428104996681213,2.0144734382629395,-0.46930447220802307,1.6233875751495361,-0.07672223448753357,0.7185966372489929,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.019770799204707146
112,66,False,False,0.5376513004302979,0.5386263728141785,2.0144734382629395,-0.46930447220802307,1.5732392072677612,-0.10328273475170135,0.7737464904785156,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.022225812077522278
113,67,False,False,0.5334692597389221,0.5345954895019531,2.0144734382629395,-0.46930447220802307,1.5085421800613403,-0.1156235784292221,0.854997456073761,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0246109776198864
114,68,False,False,0.5275493860244751,0.529312252998352,2.0144734382629395,-0.46930447220802307,1.4321564435958862,-0.11058645695447922,0.9453865885734558,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.02602560631930828
115,69,False,False,0.5182725191116333,0.5209407806396484,2.0144734382629395,-0.46930447220802307,1.351278305053711,-0.10680896788835526,1.0235586166381836,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.026490965858101845
116,0,True,False,0.6299468874931335,0.5087614059448242,-1.0824726819992065,-1.7627084255218506,1.989600658416748,0.0010578131768852472,-0.45314329862594604,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,0.02644629217684269
117,1,False,False,0.6246708631515503,0.6265066266059875,1.252550721168518,1.6462898254394531,1.99709153175354,0.015331628732383251,-0.42878878116607666,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06595879793167114
118,2,False,False,0.6149901747703552,0.6176968812942505,1.252550721168518,1.6462898254394531,2.011786699295044,0.06444381922483444,-0.3706878423690796,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06478901952505112
119,3,False,False,0.6028461456298828,0.6060327887535095,1.252550721168518,1.6462898254394531,2.012983798980713,0.11833659559488297,-0.34731221199035645,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.05094611644744873
120,4,False,False,0.5894937515258789,0.5928802490234375,1.252550721168518,1.6462898254394531,2.000328779220581,0.17718099057674408,-0.3641308546066284,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03955039009451866
121,5,False,False,0.5758839249610901,0.5792791843414307,1.252550721168518,1.6462898254394531,1.979600429534912,0.21840696036815643,-0.4076588749885559,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.02992374077439308
122,6,False,False,0.5628283619880676,0.5659981369972229,1.252550721168518,1.6462898254394531,1.9568047523498535,0.22728081047534943,-0.46352362632751465,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0214798953384161
123,7,False,False,0.5511907935142517,0.5539163947105408,1.252550721168518,1.6462898254394531,1.9334838390350342,0.20963512361049652,-0.5249820947647095,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013161994516849518
