step,episode_step,terminated,truncated,ball_x,ball_y,ball_rel_waist_x,ball_rel_waist_y,ball_rel_waist_z,ball_qvel_x,ball_qvel_y,ball_speed_qvel,info_ball_speed,ball_visible,termination_ball_unseen,termination_ball_out,termination_fallen,reward_total
56,56,False,False,0.7285920977592468,1.9538425207138062,1.926957130432129,0.18916073441505432,-0.6283207535743713,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.02453140914440155
57,57,False,False,0.7285920977592468,1.9538425207138062,1.9256876707077026,0.15229879319667816,-0.6454147100448608,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.022782981395721436
58,0,True,False,-1.9585169553756714,-0.1982007920742035,1.8895153999328613,-0.1342640072107315,-0.4398243725299835,-0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,-0.01713961362838745
59,1,False,False,2.191235065460205,-0.5775070786476135,2.1879050731658936,-0.05489618703722954,-0.45291396975517273,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.08975362032651901
60,2,False,False,2.191235065460205,-0.5775070786476135,2.1853694915771484,-0.002219710499048233,-0.4591021239757538,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.08248237520456314
61,3,False,False,2.191235065460205,-0.5775070786476135,2.1804347038269043,0.07249800115823746,-0.46534329652786255,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07522857189178467
62,4,False,False,2.191235065460205,-0.5775070786476135,2.1710777282714844,0.13132447004318237,-0.4795510172843933,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06666888296604156
63,5,False,False,2.191235065460205,-0.5775070786476135,2.1589176654815674,0.16037610173225403,-0.504351019859314,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.057657431811094284
64,6,False,False,2.191235065460205,-0.5775070786476135,2.1456868648529053,0.1546964794397354,-0.5394378900527954,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.04821130260825157
65,7,False,False,2.191235065460205,-0.5775070786476135,2.129208564758301,0.136260986328125,-0.5859708786010742,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03823862597346306
66,8,False,False,2.191235065460205,-0.5775070786476135,2.106358766555786,0.10961160063743591,-0.6489974856376648,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.027060193940997124
67,9,False,False,2.191235065460205,-0.5775070786476135,2.0866966247558594,0.1093263179063797,-0.6973559856414795,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.025058114901185036
68,10,False,False,2.191235065460205,-0.5775070786476135,2.0976665019989014,0.13054299354553223,-0.6720681190490723,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03736741468310356
69,11,False,False,2.191235065460205,-0.5775070786476135,2.1244349479675293,0.12167574465274811,-0.609571099281311,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0400627963244915
70,12,False,False,2.191235065460205,-0.5775070786476135,2.1448285579681396,0.139053076505661,-0.5510643720626831,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.033710647374391556
71,13,False,False,2.191235065460205,-0.5775070786476135,2.1617255210876465,0.17506740987300873,-0.49019867181777954,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.027867306023836136
72,14,False,False,2.191235065460205,-0.5775070786476135,2.1745176315307617,0.22194217145442963,-0.4302683472633362,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01959083043038845
73,15,False,False,2.191235065460205,-0.5775070786476135,2.1775355339050293,0.26803672313690186,-0.3975139856338501,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0074311248026788235
74,16,False,False,2.191235065460205,-0.5775070786476135,2.1712310314178467,0.28100886940956116,-0.41157346963882446,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0013002380728721619
75,17,False,False,2.191235065460205,-0.5775070786476135,2.164088726043701,0.2641761898994446,-0.4411303400993347,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.005048513412475586
76,18,False,False,2.191235065460205,-0.5775070786476135,2.163633346557617,0.2485976219177246,-0.4456324875354767,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0006997212767601013
77,19,False,False,2.191235065460205,-0.5775070786476135,2.1689085960388184,0.22104373574256897,-0.4331167936325073,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0013253294164314866
78,20,False,False,2.191235065460205,-0.5775070786476135,2.1723132133483887,0.1833226978778839,-0.42641589045524597,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00022564490791410208
79,21,False,False,2.191235065460205,-0.5775070786476135,2.1703901290893555,0.14345207810401917,-0.435252845287323,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0030630826950073242
80,22,False,False,2.191235065460205,-0.5775070786476135,2.1624512672424316,0.10203659534454346,-0.46158868074417114,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.006472095847129822
81,23,False,False,2.191235065460205,-0.5775070786476135,2.146397113800049,0.04460035264492035,-0.5145763158798218,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.012194663286209106
82,24,False,False,2.191235065460205,-0.5775070786476135,2.115727663040161,0.009701933711767197,-0.60047447681427,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.01718968152999878
83,25,False,False,2.191235065460205,-0.5775070786476135,2.088020086288452,-0.024540187790989876,-0.6698376536369324,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.01084737479686737
84,26,False,False,2.191235065460205,-0.5775070786476135,2.0808677673339844,-0.020391736179590225,-0.687731146812439,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0012635927414521575
85,27,False,False,2.191235065460205,-0.5775070786476135,2.0937435626983643,0.021447397768497467,-0.6576056480407715,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006728164851665497
86,28,False,False,2.191235065460205,-0.5775070786476135,2.1161446571350098,0.08477431535720825,-0.596520185470581,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.009988176636397839
87,29,False,False,2.191235065460205,-0.5775070786476135,2.133683681488037,0.14754393696784973,-0.5375088453292847,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00944626796990633
88,30,False,False,2.191235065460205,-0.5775070786476135,2.1459174156188965,0.19264112412929535,-0.4890866279602051,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.007748348172754049
89,31,False,False,2.191235065460205,-0.5775070786476135,2.155155897140503,0.21429140865802765,-0.4532666802406311,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0058250403963029385
90,32,False,False,2.191235065460205,-0.5775070786476135,2.1563212871551514,0.23688721656799316,-0.44401833415031433,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00300927204079926
91,33,False,False,2.191235065460205,-0.5775070786476135,2.14804744720459,0.2659149169921875,-0.46494656801223755,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00026324635837227106
92,34,False,False,2.191235065460205,-0.5775070786476135,2.1514618396759033,0.2741575837135315,-0.4548457860946655,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002202584408223629
93,35,False,False,2.191235065460205,-0.5775070786476135,2.161254405975342,0.30121910572052,-0.4111476540565491,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0038193517830222845
94,36,False,False,2.191235065460205,-0.5775070786476135,2.170415163040161,0.3277287781238556,-0.36177998781204224,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0034805424511432648
95,37,False,False,2.191235065460205,-0.5775070786476135,2.1791412830352783,0.3227253258228302,-0.32553306221961975,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00223950925283134
96,38,False,False,2.191235065460205,-0.5775070786476135,2.1826839447021484,0.30441245436668396,-0.31535065174102783,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0006045016925781965
97,39,False,False,2.191235065460205,-0.5775070786476135,2.1798489093780518,0.28081777691841125,-0.33297938108444214,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0035609304904937744
98,40,False,False,2.191235065460205,-0.5775070786476135,2.170506000518799,0.2696596086025238,-0.37002474069595337,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.00783681869506836
99,41,False,False,2.191235065460205,-0.5775070786476135,2.1603753566741943,0.24910835921764374,-0.4130106270313263,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.008846819400787354
100,42,False,False,2.191235065460205,-0.5775070786476135,2.1578757762908936,0.24314852058887482,-0.4211205542087555,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0017311424016952515
101,43,False,False,2.191235065460205,-0.5775070786476135,2.162050724029541,0.2627851068973541,-0.3974590003490448,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.001317013637162745
102,44,False,False,2.191235065460205,-0.5775070786476135,2.1665358543395996,0.22463706135749817,-0.3936311900615692,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0004492898005992174
103,45,False,False,2.191235065460205,-0.5775070786476135,2.1602330207824707,0.19764672219753265,-0.41915419697761536,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.003566443920135498
104,46,False,False,2.191235065460205,-0.5775070786476135,2.1496641635894775,0.22417189180850983,-0.44048863649368286,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.002417266368865967
105,47,False,False,2.191235065460205,-0.5775070786476135,2.141737222671509,0.26697561144828796,-0.44742870330810547,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0001722696324577555
106,48,False,False,2.191235065460205,-0.5775070786476135,2.126716375350952,0.3380003869533539,-0.46364104747772217,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.001309216022491455
107,49,False,False,2.191235065460205,-0.5775070786476135,2.114626169204712,0.3641086220741272,-0.49020642042160034,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.003360062837600708
108,50,False,False,2.191235065460205,-0.5775070786476135,2.1190507411956787,0.33573412895202637,-0.4932624399662018,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00041144838905893266
109,51,False,False,2.191235065460205,-0.5775070786476135,2.1337337493896484,0.2880347967147827,-0.4706850051879883,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.001695845159702003
110,52,False,False,2.191235065460205,-0.5775070786476135,2.1524503231048584,0.22302593290805817,-0.4343193471431732,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0024391592014580965
111,53,False,False,2.191235065460205,-0.5775070786476135,2.1694517135620117,0.14325138926506042,-0.3964776396751404,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0025332493241876364
112,54,False,False,2.191235065460205,-0.5775070786476135,2.178372859954834,0.10290798544883728,-0.36904284358024597,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0020590266212821007
113,55,False,False,2.191235065460205,-0.5775070786476135,2.180401563644409,0.035121139138936996,-0.36554262042045593,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0008250477840192616
114,56,False,False,2.191235065460205,-0.5775070786476135,2.174372434616089,-0.016069374978542328,-0.38483041524887085,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.001055300235748291
115,57,False,False,2.191235065460205,-0.5775070786476135,2.1712393760681152,-0.0476994588971138,-0.3923313021659851,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00044717881246469915
116,58,False,False,2.191235065460205,-0.5775070786476135,2.171194314956665,-0.09957282990217209,-0.3849405348300934,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0012891863007098436
117,59,False,False,2.191235065460205,-0.5775070786476135,2.1708948612213135,-0.11752991378307343,-0.3799087703227997,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0011934504145756364
118,60,False,False,2.191235065460205,-0.5775070786476135,2.1701533794403076,-0.07234769314527512,-0.38491836190223694,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0005587520427070558
119,61,False,False,2.191235065460205,-0.5775070786476135,2.1667332649230957,-0.023361779749393463,-0.3951987624168396,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0003007054328918457
120,62,False,False,2.191235065460205,-0.5775070786476135,2.1604020595550537,-0.01339578628540039,-0.41277194023132324,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0036825239658355713
121,63,False,False,2.191235065460205,-0.5775070786476135,2.1501989364624023,0.027619287371635437,-0.4432125389575958,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.007012858986854553
122,64,False,False,2.191235065460205,-0.5775070786476135,2.1369898319244385,0.07151671499013901,-0.4798726737499237,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.008329898118972778
123,65,False,False,2.191235065460205,-0.5775070786476135,2.128398895263672,0.10820639878511429,-0.49959835410118103,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0037404149770736694
124,66,False,False,2.191235065460205,-0.5775070786476135,2.1334187984466553,0.12654608488082886,-0.4799008369445801,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.001489780144765973
125,67,False,False,2.191235065460205,-0.5775070786476135,2.1418204307556152,0.14607277512550354,-0.4473675787448883,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002404665108770132
126,68,False,False,2.191235065460205,-0.5775070786476135,2.1474008560180664,0.1414281576871872,-0.42735520005226135,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0017564356094226241
127,69,False,False,2.191235065460205,-0.5775070786476135,2.1506917476654053,0.10562677681446075,-0.41945990920066833,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0008825098047964275
128,70,False,False,2.191235065460205,-0.5775070786476135,2.1520018577575684,0.08727693557739258,-0.4146386981010437,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00011601774167502299
129,71,False,False,2.191235065460205,-0.5775070786476135,2.1525750160217285,0.027368415147066116,-0.41651391983032227,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.003476664423942566
130,72,False,False,2.191235065460205,-0.5775070786476135,2.149042844772339,-0.01733759418129921,-0.42867881059646606,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.006829351186752319
131,73,False,False,2.191235065460205,-0.5775070786476135,2.1466097831726074,-0.043088845908641815,-0.4371160864830017,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0071511417627334595
132,74,False,False,2.191235065460205,-0.5775070786476135,2.1531484127044678,-0.05742814391851425,-0.4153248965740204,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0010167807340621948
133,75,False,False,2.191235065460205,-0.5775070786476135,2.1646203994750977,-0.04237358272075653,-0.37541595101356506,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0009215798345394433
134,76,False,False,2.191235065460205,-0.5775070786476135,2.174276828765869,-0.058881282806396484,-0.3349037170410156,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0013428009115159512
135,77,False,False,2.191235065460205,-0.5775070786476135,2.179548740386963,-0.046063512563705444,-0.3122394382953644,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00031012846739031374
136,78,False,False,2.191235065460205,-0.5775070786476135,2.1799771785736084,-0.05201426148414612,-0.30845409631729126,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0034841150045394897
137,79,False,False,2.191235065460205,-0.5775070786476135,2.1760518550872803,-0.022456824779510498,-0.32707181572914124,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.00919252634048462
138,80,False,False,2.191235065460205,-0.5775070786476135,2.165576934814453,0.0016667097806930542,-0.37130144238471985,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.01599907875061035
139,81,False,False,2.191235065460205,-0.5775070786476135,2.15297532081604,0.00946033000946045,-0.4208986759185791,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.01803465187549591
140,82,False,False,2.191235065460205,-0.5775070786476135,2.148749828338623,0.014762446284294128,-0.44014644622802734,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.012480169534683228
141,83,False,False,2.191235065460205,-0.5775070786476135,2.150287389755249,0.08079910278320312,-0.4360761046409607,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.011132806539535522
142,84,False,False,2.191235065460205,-0.5775070786476135,2.1528496742248535,0.11523270606994629,-0.42748311161994934,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.012973025441169739
143,85,False,False,2.191235065460205,-0.5775070786476135,2.1556663513183594,0.11004632711410522,-0.42372792959213257,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.016999095678329468
144,86,False,False,2.191235065460205,-0.5775070786476135,2.15663480758667,0.07257893681526184,-0.43119919300079346,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.021698325872421265
145,87,False,False,2.191235065460205,-0.5775070786476135,2.1535346508026123,0.01337045431137085,-0.45167076587677,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.026722848415374756
146,88,False,False,2.191235065460205,-0.5775070786476135,2.146543264389038,-0.0565388947725296,-0.47873687744140625,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.029329434037208557
