step,episode_step,terminated,truncated,root_qpos_z,info_root_height,ball_x,ball_y,ball_rel_waist_x,ball_rel_waist_y,ball_rel_waist_z,ball_qvel_x,ball_qvel_y,ball_speed_qvel,info_ball_speed,ball_visible,termination_ball_unseen,termination_ball_out,termination_fallen,reward_total
1,1,False,False,0.6248347759246826,0.6264827251434326,0.7286146879196167,1.9564754962921143,2.0064737796783447,-0.2153962403535843,-0.42413806915283203,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09923943132162094
2,2,False,False,0.6158748269081116,0.6183965802192688,0.7286146879196167,1.9564754962921143,2.026019811630249,-0.15278063714504242,-0.3731645345687866,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09478031098842621
3,3,False,False,0.6043637990951538,0.6074166893959045,0.7286146879196167,1.9564754962921143,2.034543514251709,-0.08562235534191132,-0.3468182384967804,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.08045340329408646
4,4,False,False,0.5914269089698792,0.5947220325469971,0.7286146879196167,1.9564754962921143,2.0306708812713623,-0.028971442952752113,-0.35376864671707153,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06430677324533463
5,5,False,False,0.5781262516975403,0.5814366936683655,0.7286146879196167,1.9564754962921143,2.018352746963501,0.0018687628908082843,-0.3844867944717407,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.050517745316028595
6,6,False,False,0.5652841329574585,0.5684006214141846,0.7286146879196167,1.9564754962921143,2.0025689601898193,0.006311182398349047,-0.42431923747062683,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.04058399423956871
7,7,False,False,0.5537062287330627,0.5564338564872742,0.7286146879196167,1.9564754962921143,1.9855533838272095,-0.001983641181141138,-0.4658602178096771,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.032937098294496536
8,8,False,False,0.5440892577171326,0.5462606549263,0.7286146879196167,1.9564754962921143,1.9670206308364868,-0.01682586409151554,-0.5102065801620483,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0259828120470047
9,9,False,False,0.5372714996337891,0.5386963486671448,0.7286146879196167,1.9564754962921143,1.945503830909729,-0.03109786845743656,-0.5602361559867859,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.018975496292114258
10,10,False,False,0.5335747599601746,0.5341820120811462,0.7286146879196167,1.9564754962921143,1.9264386892318726,-0.017022689804434776,-0.6037710905075073,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.015783360227942467
11,11,False,False,0.533477246761322,0.5331451296806335,0.7286146879196167,1.9564754962921143,1.9110028743743896,-0.0060461643151938915,-0.638100266456604,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01326658483594656
12,12,False,False,0.5372990965843201,0.5359704494476318,0.7286146879196167,1.9564754962921143,1.8978888988494873,-0.007350065279752016,-0.6677064299583435,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.010007885284721851
13,13,False,False,0.5451937317848206,0.5428611636161804,0.7286146879196167,1.9564754962921143,1.8868385553359985,-0.013343754224479198,-0.6936509013175964,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006507513113319874
14,14,False,False,0.556024432182312,0.5531200170516968,0.7286146879196167,1.9564754962921143,1.8891252279281616,-0.011226048693060875,-0.6930518746376038,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006549977697432041
15,15,False,False,0.5680680274963379,0.5650071501731873,0.7286146879196167,1.9564754962921143,1.9149795770645142,3.4761291317408904e-05,-0.6419490575790405,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.009255759418010712
16,16,False,False,0.5801143050193787,0.5771682262420654,0.7286146879196167,1.9564754962921143,1.9537614583969116,0.0349697507917881,-0.5529903769493103,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.013322229497134686
17,17,False,False,0.5909525156021118,0.5883984565734863,0.7286146879196167,1.9564754962921143,1.990653395652771,0.07195006310939789,-0.45191052556037903,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.014086042530834675
18,18,False,False,0.5997197031974792,0.5977550745010376,0.7286146879196167,1.9564754962921143,2.017652988433838,0.10744267702102661,-0.3613496720790863,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01209589745849371
