step,episode_step,terminated,truncated,root_qpos_z,info_root_height,ball_x,ball_y,ball_rel_waist_x,ball_rel_waist_y,ball_rel_waist_z,ball_qvel_x,ball_qvel_y,ball_speed_qvel,info_ball_speed,ball_visible,termination_ball_unseen,termination_ball_out,termination_fallen,reward_total
56,56,False,False,0.543768048286438,0.543874204158783,0.7285527586936951,1.95388662815094,1.9607865810394287,-0.07936305552721024,-0.0123369712382555,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0014745009830221534
57,57,False,False,0.5427132248878479,0.5430480241775513,0.7285527586936951,1.95388662815094,1.9527937173843384,-0.11174008995294571,-0.025188665837049484,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0027862463612109423
58,58,False,False,0.5407378673553467,0.5412823557853699,0.7285527586936951,1.95388662815094,1.9477618932724,-0.15018349885940552,-0.00157791911624372,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004776753485202789
59,59,False,False,0.5379586815834045,0.5386481881141663,0.7285527586936951,1.95388662815094,1.944797158241272,-0.17035821080207825,0.042417049407958984,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00545404152944684
60,60,False,False,0.5348776578903198,0.5357263684272766,0.7285527586936951,1.95388662815094,1.9397609233856201,-0.1960669606924057,0.08947861194610596,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0045893932692706585
61,61,False,False,0.5309470891952515,0.5320090651512146,0.7285527586936951,1.95388662815094,1.9372485876083374,-0.17296695709228516,0.12741734087467194,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0030951339285820723
62,62,False,False,0.5259724259376526,0.5273658633232117,0.7285527586936951,1.95388662815094,1.9348070621490479,-0.11808720976114273,0.1442921757698059,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0010532945161685348
63,63,False,False,0.5197077989578247,0.5214370489120483,0.7285527586936951,1.95388662815094,1.929843783378601,-0.06129764765501022,0.14573173224925995,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0016782432794570923
64,64,False,False,0.5120859742164612,0.5141757726669312,0.7285527586936951,1.95388662815094,1.9224926233291626,0.0061917416751384735,0.13847987353801727,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.005050823092460632
65,0,True,False,0.6289122104644775,0.5051965713500977,1.7237896919250488,-1.2937021255493164,2.078561782836914,0.10652753710746765,-0.4418743848800659,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,-0.0021570175886154175
66,1,False,False,0.6214562058448792,0.6237837076187134,2.191067934036255,-0.5784204602241516,2.1950132846832275,-0.052249256521463394,-0.4294319450855255,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.094871886074543
67,2,False,False,0.610037624835968,0.6131464242935181,2.191067934036255,-0.5784204602241516,2.2064690589904785,0.015905866399407387,-0.38419109582901,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0913626179099083
68,3,False,False,0.5965774655342102,0.6000330448150635,2.191067934036255,-0.5784204602241516,2.2071168422698975,0.0937717854976654,-0.364593505859375,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07848238945007324
69,4,False,False,0.5827022790908813,0.5861438512802124,2.191067934036255,-0.5784204602241516,2.1947405338287354,0.14835917949676514,-0.3880498707294464,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06167904660105705
70,5,False,False,0.5694128274917603,0.5726528763771057,2.191067934036255,-0.5784204602241516,2.1740293502807617,0.1746104210615158,-0.4426630437374115,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.04735751077532768
71,6,False,False,0.5575760006904602,0.560387372970581,2.191067934036255,-0.5784204602241516,2.149735927581787,0.17676404118537903,-0.5098275542259216,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.036859579384326935
72,7,False,False,0.5474795699119568,0.5498635172843933,2.191067934036255,-0.5784204602241516,2.1258296966552734,0.1670740842819214,-0.5733852982521057,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.031021252274513245
73,8,False,False,0.5391493439674377,0.541024386882782,2.191067934036255,-0.5784204602241516,2.108206272125244,0.15360601246356964,-0.6170515418052673,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03023383393883705
74,9,False,False,0.5325870513916016,0.5339982509613037,2.191067934036255,-0.5784204602241516,2.1064717769622803,0.12709291279315948,-0.6220018863677979,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0344102568924427
75,10,False,False,0.5277971625328064,0.5288348197937012,2.191067934036255,-0.5784204602241516,2.119452953338623,0.07892714440822601,-0.59185391664505,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03683198243379593
76,11,False,False,0.5241646766662598,0.5249460935592651,2.191067934036255,-0.5784204602241516,2.1341400146484375,0.06576287001371384,-0.5499119162559509,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03358680009841919
77,12,False,False,0.5214897394180298,0.5220975875854492,2.191067934036255,-0.5784204602241516,2.146467447280884,0.11801892518997192,-0.5037906765937805,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.02877694182097912
78,13,False,False,0.5194647908210754,0.5198997259140015,2.191067934036255,-0.5784204602241516,2.1535913944244385,0.18985891342163086,-0.4615989327430725,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.021380966529250145
79,14,False,False,0.5183793306350708,0.5185566544532776,2.191067934036255,-0.5784204602241516,2.156480312347412,0.24280299246311188,-0.43135377764701843,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.011207005940377712
80,15,False,False,0.5188536643981934,0.5185583233833313,2.191067934036255,-0.5784204602241516,2.15177321434021,0.28129157423973083,-0.4295943081378937,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0012346473522484303
81,16,False,False,0.5215075016021729,0.5205712914466858,2.191067934036255,-0.5784204602241516,2.139265298843384,0.3070696294307709,-0.45888209342956543,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.005268789827823639
82,17,False,False,0.5260933041572571,0.5248182415962219,2.191067934036255,-0.5784204602241516,2.122227907180786,0.32815465331077576,-0.5029919743537903,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.008321218192577362
83,18,False,False,0.5314403176307678,0.5301194787025452,2.191067934036255,-0.5784204602241516,2.116666555404663,0.3223423659801483,-0.5235064029693604,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.002989731729030609
84,19,False,False,0.5361893773078918,0.535097599029541,2.191067934036255,-0.5784204602241516,2.1202664375305176,0.30021971464157104,-0.5227547287940979,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0017413528403267264
85,20,False,False,0.5403220057487488,0.5392982959747314,2.191067934036255,-0.5784204602241516,2.1345527172088623,0.24331006407737732,-0.5014680624008179,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004853158723562956
86,21,False,False,0.5439889430999756,0.5431193709373474,2.191067934036255,-0.5784204602241516,2.1476428508758545,0.1956203579902649,-0.47575220465660095,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.005151135381311178
87,22,False,False,0.5472350120544434,0.5464328527450562,2.191067934036255,-0.5784204602241516,2.154435157775879,0.18177585303783417,-0.4575326442718506,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004072252660989761
88,23,False,False,0.5505473017692566,0.5497667789459229,2.191067934036255,-0.5784204602241516,2.159937858581543,0.1471961885690689,-0.4489060640335083,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002981413621455431
89,24,False,False,0.5542032122612,0.5531595945358276,2.191067934036255,-0.5784204602241516,2.164060115814209,0.10722729563713074,-0.44452741742134094,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.002680571749806404
90,25,False,False,0.5574361681938171,0.5568214654922485,2.191067934036255,-0.5784204602241516,2.1709916591644287,0.07787827402353287,-0.4273008704185486,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00376025284640491
91,26,False,False,0.5580052137374878,0.5581314563751221,2.191067934036255,-0.5784204602241516,2.186274528503418,0.05504653602838516,-0.3748985230922699,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.006631440948694944
92,27,False,False,0.5569506287574768,0.5573943257331848,2.191067934036255,-0.5784204602241516,2.2024011611938477,0.04772433266043663,-0.3088182508945465,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.007114746607840061
93,28,False,False,0.5539528727531433,0.5548625588417053,2.191067934036255,-0.5784204602241516,2.2108521461486816,0.02626517042517662,-0.26730671525001526,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004197275266051292
94,29,False,False,0.5492087006568909,0.5505627989768982,2.191067934036255,-0.5784204602241516,2.211496353149414,0.00869641825556755,-0.2566278576850891,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0005798198981210589
95,30,False,False,0.5445818901062012,0.5456965565681458,2.191067934036255,-0.5784204602241516,2.207151412963867,0.011844237335026264,-0.26916423439979553,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.005810335278511047
96,31,False,False,0.5407732725143433,0.5416027307510376,2.191067934036255,-0.5784204602241516,2.195789098739624,0.005657656118273735,-0.3138280510902405,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.014185383915901184
97,32,False,False,0.5386540293693542,0.5390474796295166,2.191067934036255,-0.5784204602241516,2.1749417781829834,-0.02603820152580738,-0.3906128406524658,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.021428167819976807
98,33,False,False,0.5372047424316406,0.5375601649284363,2.191067934036255,-0.5784204602241516,2.158703327178955,-0.03948323801159859,-0.44314879179000854,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.016471073031425476
99,34,False,False,0.5356993079185486,0.5361401438713074,2.191067934036255,-0.5784204602241516,2.1613471508026123,-0.03567647188901901,-0.432048499584198,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0043454766273498535
100,35,False,False,0.5333720445632935,0.5341145992279053,2.191067934036255,-0.5784204602241516,2.1728315353393555,-0.02637309581041336,-0.38829511404037476,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0004602418339345604
101,36,False,False,0.5291954874992371,0.5304503440856934,2.191067934036255,-0.5784204602241516,2.1829833984375,-0.03061588667333126,-0.3423205614089966,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0006014332175254822
102,37,False,False,0.5231968760490417,0.5248331427574158,2.191067934036255,-0.5784204602241516,2.189347743988037,-0.058638796210289,-0.30403706431388855,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00025031212135218084
103,38,False,False,0.5156636238098145,0.517648458480835,2.191067934036255,-0.5784204602241516,2.190790891647339,-0.1013982892036438,-0.2807753086090088,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0010848045349121094
104,0,True,False,0.6290215849876404,0.5095260143280029,-1.076741099357605,-1.822105884552002,2.0348639488220215,0.17585398256778717,-0.44193190336227417,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,-0.004275590181350708
105,1,False,False,0.6209986209869385,0.623440146446228,1.31144380569458,1.4983909130096436,1.9182201623916626,-0.11707203090190887,-0.4229738116264343,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09517727047204971
106,2,False,False,0.6090307235717773,0.6122847199440002,1.31144380569458,1.4983909130096436,1.932733178138733,-0.06130621209740639,-0.37746918201446533,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09202326834201813
107,3,False,False,0.595080554485321,0.5986383557319641,1.31144380569458,1.4983909130096436,1.9378020763397217,0.005808292888104916,-0.3524269759654999,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07936128228902817
108,4,False,False,0.5808719992637634,0.5843884944915771,1.31144380569458,1.4983909130096436,1.927796483039856,0.055224936455488205,-0.3711380064487457,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06110775098204613
109,5,False,False,0.5673157572746277,0.570620596408844,1.31144380569458,1.4983909130096436,1.9079725742340088,0.08074428886175156,-0.4195592999458313,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.04615665599703789
110,6,False,False,0.5554385185241699,0.5581623315811157,1.31144380569458,1.4983909130096436,1.8840702772140503,0.08452705293893814,-0.47853565216064453,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03629608079791069
111,7,False,False,0.5465594530105591,0.548465371131897,1.31144380569458,1.4983909130096436,1.85857093334198,0.07480665296316147,-0.5400117635726929,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.02887343242764473
112,8,False,False,0.541665256023407,0.5424928069114685,1.31144380569458,1.4983909130096436,1.8287991285324097,0.04040568321943283,-0.6099585890769958,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01989002339541912
113,9,False,False,0.5397852063179016,0.5400818586349487,1.31144380569458,1.4983909130096436,1.803803563117981,0.011522685177624226,-0.6639955639839172,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.018927348777651787
114,10,False,False,0.5389671921730042,0.5391387343406677,1.31144380569458,1.4983909130096436,1.8052579164505005,0.03375297412276268,-0.6605200171470642,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.030257342383265495
115,11,False,False,0.5376526713371277,0.5380663275718689,1.31144380569458,1.4983909130096436,1.8308923244476318,0.07185262441635132,-0.601702868938446,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.035188715904951096
116,12,False,False,0.5354498028755188,0.5360636711120605,1.31144380569458,1.4983909130096436,1.8626192808151245,0.11976717412471771,-0.5159415006637573,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.033884890377521515
117,13,False,False,0.5336278080940247,0.5340640544891357,1.31144380569458,1.4983909130096436,1.8868894577026367,0.17046180367469788,-0.4338197112083435,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.025953853502869606
118,14,False,False,0.5325201749801636,0.5327107310295105,1.31144380569458,1.4983909130096436,1.8996996879577637,0.21479684114456177,-0.3758600056171417,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.01542845368385315
119,15,False,False,0.5327956676483154,0.5325482487678528,1.31144380569458,1.4983909130096436,1.9011577367782593,0.24793347716331482,-0.35491546988487244,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.004533358849585056
120,16,False,False,0.5351208448410034,0.5342616438865662,1.31144380569458,1.4983909130096436,1.8908417224884033,0.2777383029460907,-0.37555408477783203,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0023597851395606995
121,17,False,False,0.5385178327560425,0.5377519130706787,1.31144380569458,1.4983909130096436,1.8748314380645752,0.306988924741745,-0.41383060812950134,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.006903037428855896
122,18,False,False,0.5403488278388977,0.5400782823562622,1.31144380569458,1.4983909130096436,1.8695476055145264,0.30348527431488037,-0.43248945474624634,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,-0.0024265050888061523
123,19,False,False,0.5399551391601562,0.5402782559394836,1.31144380569458,1.4983909130096436,1.876163363456726,0.2742270529270172,-0.42555782198905945,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0024148947559297085
