step,episode_step,terminated,truncated,ball_x,ball_y,ball_rel_waist_x,ball_rel_waist_y,ball_rel_waist_z,ball_qvel_x,ball_qvel_y,ball_speed_qvel,info_ball_speed,ball_visible,termination_ball_unseen,termination_ball_out,termination_fallen,reward_total
1,1,False,False,0.7285527586936951,1.95388662815094,2.0114901065826416,-0.2189468890428543,-0.40087568759918213,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.10090048611164093
2,2,False,False,0.7285527586936951,1.95388662815094,2.0330469608306885,-0.200818732380867,-0.3285563290119171,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09304129332304001
3,3,False,False,0.7285527586936951,1.95388662815094,2.044729232788086,-0.1982271373271942,-0.2768242061138153,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07635841518640518
4,4,False,False,0.7285527586936951,1.95388662815094,2.0487983226776123,-0.22724831104278564,-0.22767136991024017,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07280530780553818
5,5,False,False,0.7285527586936951,1.95388662815094,2.045947790145874,-0.20932835340499878,-0.21192854642868042,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06887917965650558
6,6,False,False,0.7285527586936951,1.95388662815094,2.0296292304992676,-0.1623426377773285,-0.2585599720478058,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.05777076631784439
7,7,False,False,0.7285527586936951,1.95388662815094,1.995384693145752,-0.13202032446861267,-0.36561790108680725,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.033159997314214706
8,8,False,False,0.7285527586936951,1.95388662815094,1.9408682584762573,-0.1513129621744156,-0.509532630443573,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00823887623846531
9,0,True,False,1.9110233783721924,0.6052007079124451,1.9206382036209106,0.1957387775182724,-0.44011127948760986,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,-0.001752960728481412
10,1,False,False,2.191067934036255,-0.5784204602241516,2.203159809112549,-0.046825945377349854,-0.401614785194397,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.10102862119674683
11,2,False,False,2.191067934036255,-0.5784204602241516,2.2226691246032715,-0.026306532323360443,-0.32569611072540283,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09350854158401489
12,3,False,False,2.191067934036255,-0.5784204602241516,2.2335894107818604,-0.022750724107027054,-0.2733196020126343,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0771728977560997
13,4,False,False,2.191067934036255,-0.5784204602241516,2.2396042346954346,-0.05377165228128433,-0.22447650134563446,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07362352311611176
14,5,False,False,2.191067934036255,-0.5784204602241516,2.23452091217041,-0.03342592343688011,-0.21376755833625793,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07003424316644669
15,6,False,False,2.191067934036255,-0.5784204602241516,2.2130627632141113,0.017783641815185547,-0.27103114128112793,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.059148576110601425
16,7,False,False,2.191067934036255,-0.5784204602241516,2.174457550048828,0.050949376076459885,-0.3916725218296051,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03419084846973419
17,8,False,False,2.191067934036255,-0.5784204602241516,2.11918044090271,0.037042416632175446,-0.5501289367675781,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.00911636371165514
18,0,True,False,0.33026692271232605,2.1399738788604736,2.08450984954834,-0.17238159477710724,-0.4415145516395569,-0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,-0.005217451136559248
19,1,False,False,1.31144380569458,1.4983909130096436,1.9253348112106323,-0.120383620262146,-0.4004805088043213,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.10084225237369537
20,2,False,False,1.31144380569458,1.4983909130096436,1.945530891418457,-0.1032097116112709,-0.33239734172821045,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09336881339550018
21,3,False,False,1.31144380569458,1.4983909130096436,1.9567714929580688,-0.10138344019651413,-0.2835482358932495,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07718056440353394
22,4,False,False,1.31144380569458,1.4983909130096436,1.9626504182815552,-0.10723382234573364,-0.2365797460079193,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07496990263462067
23,5,False,False,1.31144380569458,1.4983909130096436,1.9594100713729858,-0.10207609087228775,-0.20886842906475067,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07587628066539764
24,6,False,False,1.31144380569458,1.4983909130096436,1.9428843259811401,-0.06130269914865494,-0.23614047467708588,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.06616833060979843
25,7,False,False,1.31144380569458,1.4983909130096436,1.9150310754776,-0.02299017272889614,-0.307059645652771,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0466485470533371
26,0,True,False,0.41595008969306946,-2.195117235183716,2.157801389694214,0.10352124273777008,-0.44295576214790344,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,0.027421316131949425
27,1,False,False,2.029027223587036,-0.6003898978233337,2.0485196113586426,-0.14752033352851868,-0.4009520709514618,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.10102812200784683
28,2,False,False,2.029027223587036,-0.6003898978233337,2.0692250728607178,-0.12895065546035767,-0.328366756439209,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.09349413961172104
29,3,False,False,2.029027223587036,-0.6003898978233337,2.0806167125701904,-0.1261691302061081,-0.27696844935417175,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07717447727918625
30,4,False,False,2.029027223587036,-0.6003898978233337,2.0855307579040527,-0.15556856989860535,-0.22831836342811584,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07364881038665771
31,5,False,False,2.029027223587036,-0.6003898978233337,2.081655502319336,-0.13756245374679565,-0.21483980119228363,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.07001044601202011
32,6,False,False,2.029027223587036,-0.6003898978233337,2.0627479553222656,-0.09034648537635803,-0.26590219140052795,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.059467803686857224
33,7,False,False,2.029027223587036,-0.6003898978233337,2.0273337364196777,-0.0544528067111969,-0.37313956022262573,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.03637785464525223
34,8,False,False,2.029027223587036,-0.6003898978233337,1.9849694967269897,-0.04331469535827637,-0.48628461360931396,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.019866937771439552
35,0,True,False,-1.7752654552459717,-0.7517533898353577,1.8533852100372314,-0.032555874437093735,-0.43844085931777954,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,0.016928626224398613
