our_lowrank_rank_mean,our_lowrank_rank_std,bms_train_time_sec_mean,bms_train_time_sec_std,our_gmm_train_time_sec_mean,our_gmm_train_time_sec_std,bms_mode_tvd_mean,bms_mode_tvd_std,posthoc_gmm_mode_tvd_mean,posthoc_gmm_mode_tvd_std,our_gmm_mode_tvd_mean,our_gmm_mode_tvd_std,bms_sliced_w2_mean,bms_sliced_w2_std,posthoc_gmm_sliced_w2_mean,posthoc_gmm_sliced_w2_std,our_gmm_sliced_w2_mean,our_gmm_sliced_w2_std,posthoc_gmm_forward_kl_est_mean,posthoc_gmm_forward_kl_est_std,our_gmm_forward_kl_est_mean,our_gmm_forward_kl_est_std,dead_component_weight_threshold_mean,dead_component_weight_threshold_std,posthoc_dead_components_mean,posthoc_dead_components_std,posthoc_alive_components_mean,posthoc_alive_components_std,posthoc_effective_components_mean,posthoc_effective_components_std,posthoc_min_component_weight_mean,posthoc_min_component_weight_std,posthoc_max_component_weight_mean,posthoc_max_component_weight_std,our_dead_components_mean,our_dead_components_std,our_alive_components_mean,our_alive_components_std,our_effective_components_mean,our_effective_components_std,our_min_component_weight_mean,our_min_component_weight_std,our_max_component_weight_mean,our_max_component_weight_std,n_seeds
2.0,0.0,47.2910680770874,0.0,23.975223064422607,0.0,0.15509999612569808,0.0,0.15789999612569808,0.0,0.3554999913573266,0.0,2.4857404855159997,0.0,2.6450213174830917,0.0,4.411018823504229,0.0,0.2135041157205394,0.0,0.3053509014808548,0.0,0.001,0.0,0.0,0.0,32.0,0.0,20.866327002248614,0.0,0.0021557006959853453,0.0,0.11792415366749727,0.0,16.0,0.0,16.0,0.0,12.08852043293067,0.0,3.668213216978024e-05,0.0,0.1561095968169347,0.0,1
