step,ball_x,ball_y,ball_vx,ball_vy,ball_speed,root_height
1,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.5683101019344688
2,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.5555740137474336
3,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.5407150520878201
4,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.5234569593636277
5,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.5034911378307205
6,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.48028548363712037
7,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.45364510968044836
8,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.423364042269993
9,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.38926015788572743
10,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.35124673514151394
11,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.30916084032763685
12,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.26291429644580105
13,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.2124496969460177
14,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.15774287712945392
15,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.09876290160136363
16,0.383551808720572,-0.003957948347901711,0.0,0.0,0.0,0.0356222356168782
17,0.38602766410966116,-0.0030340560981591772,0.495171077817834,0.18477844994850678,0.5285238612140877,-0.0316502130111377
18,0.41775245287735274,-0.0006172382376657617,1.9182238693706137,0.07441615085507865,1.9196667878908713,-0.10236794097232507
19,0.46347274428136465,0.005608263683246855,2.4473357302004333,0.3425290688942123,2.471189660741001,-0.17482735527364313
20,0.5143379468505341,0.014000600046238317,2.568997100010817,0.4627607637511336,2.610343583578897,-0.24889542349998342
21,0.5668269772122692,0.026804545272454145,2.6670074164068245,0.7609354057480483,2.773436721991319,-0.32559783302542994
22,0.6227986245284125,0.04256385302950854,2.8662924903754488,0.7943729582726644,2.9743337131562013,-0.40572406089557334
23,0.6811840277879799,0.05864848016293877,2.925665760998713,0.8192713002083054,3.0382109223069396,-0.4893769267626631
24,0.7397212804669416,0.07514256640251207,2.9267928799202356,0.8254167935166583,3.0409586391417935,-0.5747978787417342
25,0.7982471118269849,0.09165853187698948,2.925845139793094,0.8256451610822669,3.0401085036671684,-0.6402246870264826
26,0.8567274207128838,0.10814697165268407,2.9225703404723222,0.8236198896243334,3.0364069420275843,-0.653834669423615
27,0.9151263636473592,0.1245993279637543,2.918479299630973,0.8220163256684025,3.0320343438094293,-0.6488987747995955
28,0.9713856481693363,0.12692012822224963,2.751101860130129,0.06386463216801848,2.7518430434989227,-0.6389500016342716
29,1.0260136237762456,0.12662782699560954,2.733273015666643,-0.005279093965932783,2.7332781137316644,-0.6266447605083203
30,1.080623685093003,0.12651452344583977,2.7287926379774885,-0.005825324792874956,2.728798855813503,-0.6151174182739035
31,1.1351315459546993,0.1264024835997786,2.7232161530895276,-0.005309335582300054,2.7232213287744442,-0.6052930424929928
32,1.1895301969878977,0.12631114986994876,2.71821957931906,-0.004156471270543429,2.7182227571792037,-0.5975188850299219
