step,ball_x,ball_y,ball_vx,ball_vy,ball_speed,root_height,fell
51,0.26584127945994257,-0.004891114670433708,0.12748102671436926,-0.007077162871644705,0.12767732142577834,0.6201076526724639,0.0
52,0.2683907585889739,-0.00503265670438894,0.127469698296706,-0.0070770643782038746,0.12766600496634373,0.61992060193511,0.0
53,0.2709400095633481,-0.005174196709267843,0.12745824335680803,-0.007076961211221939,0.12765456192235528,0.6197306901158702,0.0
54,0.27348902989605434,-0.0053157345981851515,0.12744666550881154,-0.007076853904952256,0.1276429959320406,0.6195375221976042,0.0
55,0.27603781718631215,-0.005457270295671155,0.1274349694826654,-0.007076743051803246,0.12763131175095357,0.6193407724997965,0.0
56,0.27858636914185786,-0.005598803738804946,0.1274231611209608,-0.007076629299911434,0.12761951524867465,0.619140218627627,0.0
57,0.28113468360109445,-0.005740334878295346,0.1274112473700106,-0.007076513350414231,0.12760761339975224,0.6189357330518475,0.0
58,0.28368275855499203,-0.005881863679503692,0.12739923626522187,-0.007076395954436611,0.12759561426893085,0.6187272657374797,0.0
59,0.2862305921686254,-0.0060233901234029545,0.12738713691083461,-0.007076277909807323,0.1275835269907387,0.6185148229667641,0.0
60,0.2887781828022366,-0.0061649142074679765,0.1273749594541278,-0.007076160057521628,0.12757136174353698,0.6182984449651142,0.0
61,0.2913255290317143,-0.006306435946491998,0.12736271505422128,-0.007076043277968762,0.12755912971816033,0.6180781839693501,0.0
62,0.29387262966838285,-0.006447955373325003,0.12735041584563014,-0.007075928486943576,0.12754684308130587,0.6178540840611064,0.0
63,0.2964194837779992,-0.00658947253952983,0.12733807489675336,-0.007075816631462789,0.12753451493385332,0.6176261640390492,0.0
64,0.29896609069885843,-0.006730987515952385,0.1273257061635037,-0.007075708685407217,0.12752215926432406,0.6173944044987125,0.0
65,0.3015124500589133,-0.006872500393202773,0.1273133244383098,-0.00707560564501225,0.12750979089771133,0.617158739962212,0.0
66,0.30405856179133606,-0.007014011279405413,0.12730094522499927,-0.007075508201762398,0.1274974253524026,0.6169190563592888,0.0
67,0.3066044261402993,-0.007155520283652261,0.12728858396210155,-0.007075416047385799,0.12748507802609912,0.6166751935277801,0.0
68,0.30915004364950216,-0.0072970275050442185,0.12727625531993855,-0.0070753286398823854,0.12747276353648465,0.6164269518277269,0.0
69,0.3116954151453307,-0.0074385330310415,0.1272639731052738,-0.007075245373001308,0.12746049563542436,0.6161741015660496,0.0
70,0.31424054171899457,-0.007580036936178081,0.12725175021423982,-0.007075165576567286,0.1274482871619824,0.6159163937611442,0.0
71,0.3167854247077686,-0.007721539280803291,0.1272395985893352,-0.00707508851815156,0.12743614999957756,0.6156535708303957,0.0
72,0.31933006567543964,-0.007863040109862213,0.12722752918161903,-0.007075013405154269,0.1274240950383515,0.6153853760090003,0.0
73,0.3218744663920635,-0.00800453945172206,0.12721555191823278,-0.007074939387228989,0.12741213214287542,0.6151115606392047,0.0
74,0.32441862881313893,-0.00814603731705112,0.127203675675298,-0.007074865559033554,0.12740027012524266,0.6148318888406054,0.0
75,0.3269625550583082,-0.00828753369775668,0.12719190825625568,-0.0070747909632956915,0.12738851672361245,0.6145461394321925,0.0
76,0.329506247389693,-0.008429028565988074,0.12718025637571015,-0.007074714594182003,0.12737687858626656,0.614254105288431,0.0
77,0.3320497081899761,-0.008570521873210763,0.127168725648827,-0.007074635400958026,0.127365361261228,0.6139555905521504,0.0
78,0.3345929399403416,-0.008712013549357116,0.1271573205863102,-0.007074552291925824,0.12735396919146597,0.6136504062853536,0.0
79,0.33713594519838347,-0.008853503502059242,0.1271460445949601,-0.007074464138624307,0.1273427057156878,0.6133383652135312,0.0
80,0.3396787265760953,-0.008994991615968942,0.12713489998378727,-0.00707436978027609,0.12733157307469217,0.6130192762154136,0.0
81,0.34222128671805174,-0.009136477752169489,0.12712388797563276,-0.007074268028463541,0.1273205724232332,0.6126929391401628,0.0
82,0.3447636282798891,-0.009277961747683592,0.12711300872421857,-0.007074157672015408,0.12730970384731796,0.6123591404141823,0.0
83,0.347305753907195,-0.009419443415081514,0.1271022613365276,-0.0070740374820842744,0.12729896638683638,0.6120176497491844,0.0
84,0.34984766621491004,-0.009560922542192887,0.1270916439003878,-0.007073906217394154,0.1272883580633966,0.6116682181017639,0.0
85,0.3523893677673451,-0.009702398891925383,0.12708115351711097,-0.007073762629636424,0.12727787591321582,0.6113105768808701,0.0
86,0.3549308610589127,-0.009843872202192896,0.12707078633901311,-0.007073605468991531,0.1272675160248917,0.6109444382683789,0.0
87,0.35747214849566705,-0.009985342185955492,0.12706053761162153,-0.0070734334897530745,0.12725727358185956,0.6105694964200385,0.0
88,0.3600132323777453,-0.010126808531372843,0.12705040172035045,-0.007073245456030174,0.1272471429093152,0.610185429254898,0.0
89,0.3625541148827951,-0.010268270902072421,0.127040372241408,-0.007073040147503437,0.12723711752536562,0.6097919005214574,0.0
90,0.3650947980504704,-0.010409728937533213,0.12703044199667618,-0.007072816365209385,0.12722719019614828,0.6093885618444757,0.0
91,0.36763528376807175,-0.010551182253585192,0.12702060311228786,-0.00707257293732776,0.12721735299464132,0.6089750545006679,0.0
92,0.37017557375740084,-0.010692630443024303,0.1270108470806065,-0.007072308724945925,0.1272075973628704,0.6085510107355203,0.0
93,0.3727156695628939,-0.010834073076342137,0.1270011648252988,-0.00707202262777437,0.1271979141772005,0.6081160545075084,0.0
94,0.37525557254109193,-0.010975509702569058,0.12699154676917584,-0.0070717135897872705,0.12718829381638766,0.6076698016209258,0.0
95,0.37779528385149824,-0.011116939850228883,0.12698198290446402,-0.007071380604762216,0.1271787262320511,0.6072118592764011,0.0
96,0.3803348044488684,-0.011258363028402852,0.1269724628651566,-0.007071022721693306,0.12716920102121532,0.6067418251230344,0.0
97,0.3828741350769687,-0.011399778727899955,0.1269629760010852,-0.007070639050052212,0.1271597075005611,0.6062592859341974,0.0
98,0.3854132762638342,-0.011541186422530355,0.12695351145334324,-0.007070228764872179,0.12715023478201595,0.6057638160489844,0.0
99,0.3879522283185477,-0.011682585570477959,0.12694405823068533,-0.007069791111630568,0.12714077184930772,0.6052549757237313,0.0
100,0.39049099132955467,-0.011823975615767906,0.1269346052865222,-0.007069325410906129,0.12713130763510014,0.6047323095253072,0.0
101,0.39302956516452153,-0.011965355989824105,0.12692514159612772,-0.007068831062788103,0.12712183109832595,0.6041953448735992,0.0
102,0.39556794947173624,-0.012106726113111624,0.1269156562336718,-0.007068307551015043,0.12711233130133082,0.6036435908089871,0.0
103,0.3981061436830435,-0.012248085396858234,0.1269061384486952,-0.007067754446822398,0.1271027974864439,0.6030765370259913,0.0
104,0.400644147018298,-0.01238943324484906,0.12689657774164284,-0.007067171412478952,0.12709321915159033,0.6024936531806725,0.0
105,0.4031819584913125,-0.01253076905528786,0.12688696393807775,-0.007066558204493525,0.1270835861245682,0.6018943884500785,0.0
106,0.4057195769172622,-0.012672092222854488,0.12687728726023784,-0.0070659146934399005,0.1270738886355961,0.6012781712994121,0.0
107,0.4082570009214666,-0.012813402141615988,0.12686753839506407,-0.007065240906814456,0.12706411738761803,0.600644409397984,0.0
108,0.4107942289495666,-0.012954698207653268,0.12685770856467599,-0.0070645369847717465,0.12705426362420694,0.5999924896187059,0.0
109,0.41333125927905945,-0.01309597982113492,0.12684778959230048,-0.0070638031704251675,0.12704431919485043,0.5993217780572935,0.0
110,0.4158680900321039,-0.013237246388392514,0.12683777396449877,-0.007063039811065161,0.1270342766171476,0.5986316200152141,0.0
111,0.4184047191895281,-0.013378497324014095,0.1268276548899997,-0.007062247358901199,0.1270241291355905,0.5979213399029694,0.0
112,0.42094114460596777,-0.013519732052947231,0.12681742635483906,-0.00706142637138396,0.1270138707766341,0.5971902410356141,0.0
113,0.4234773640260585,-0.013660950012603276,0.12680708317352457,-0.007060577511106587,0.12700349639977446,0.5964376537714375,0.0
114,0.426013375101599,-0.013802150654954335,0.1267966210359667,-0.007059701545282151,0.12699300174437572,0.5956630078411786,0.0
115,0.42854917540959636,-0.013943333448614498,0.12678603654993723,-0.007058799344796187,0.1269823834720081,0.5948654589681936,0.0
116,0.4310847624711035,-0.0140844978808968,0.1267753272788388,-0.007057871882835056,0.12697163920408056,0.5940438579819539,0.0
117,0.43362013377075015,-0.014225643459837478,0.12676449177459334,-0.007056920233092909,0.1269607675545764,0.5931968806452745,0.0
118,0.4361552867768697,-0.014366769716179154,0.12675352960548153,-0.007055945567561939,0.1269497681577248,0.5923231314558873,0.0
119,0.43869021896211735,-0.014507876205304679,0.12674244137879048,-0.007054949153912625,0.1269386416904657,0.5914212104765749,0.0
120,0.4412249278244754,-0.014648962509113562,0.1267312287581546,-0.007053932352472517,0.12692738988959384,0.5904897525364826,0.0
